t,theta1,omega1,theta2,omega2,E1,E2,ET
84.69,-92.1608,-1.15572,-92.3109,-1.55425,208.008,246.921,454.93
84.7,-92.1723,-1.15032,-92.3264,-1.54846,206.44,244.658,451.098
84.71,-92.1838,-1.14492,-92.3419,-1.54266,204.875,242.395,447.27
84.72,-92.1952,-1.13954,-92.3573,-1.53686,203.312,240.132,443.445
84.73,-92.2066,-1.13417,-92.3726,-1.53106,201.752,237.871,439.623
84.74,-92.2179,-1.12881,-92.3879,-1.52524,200.195,235.61,435.805
84.75,-92.2291,-1.12346,-92.4031,-1.51942,198.641,233.349,431.991
84.76,-92.2404,-1.11812,-92.4183,-1.51359,197.09,231.09,428.181
84.77,-92.2515,-1.11279,-92.4334,-1.50775,195.542,228.832,424.376
84.78,-92.2626,-1.10747,-92.4485,-1.50189,193.998,226.576,420.575
84.79,-92.2737,-1.10215,-92.4634,-1.49601,192.457,224.321,416.779
84.8,-92.2847,-1.09684,-92.4784,-1.49011,190.92,222.067,412.988
84.81,-92.2956,-1.09153,-92.4933,-1.4842,189.386,219.815,409.203
84.82,-92.3065,-1.08624,-92.5081,-1.47826,187.856,217.565,405.423
84.83,-92.3173,-1.08094,-92.5228,-1.4723,186.33,215.317,401.649
84.84,-92.3281,-1.07565,-92.5375,-1.46631,184.808,213.071,397.881
84.85,-92.3388,-1.07036,-92.5521,-1.46029,183.289,210.828,394.119
84.86,-92.3495,-1.06508,-92.5667,-1.45424,181.775,208.587,390.364
84.87,-92.3601,-1.0598,-92.5812,-1.44816,180.265,206.349,386.616
84.88,-92.3707,-1.05452,-92.5957,-1.44205,178.76,204.114,382.876
84.89,-92.3812,-1.04924,-92.6101,-1.43591,177.259,201.882,379.143
84.9,-92.3917,-1.04396,-92.6244,-1.42972,175.762,199.653,375.417
84.91,-92.4021,-1.03868,-92.6387,-1.4235,174.27,197.428,371.7
84.92,-92.4125,-1.0334,-92.6529,-1.41724,172.783,195.206,367.991
84.93,-92.4228,-1.02812,-92.667,-1.41094,171.3,192.988,364.29
84.94,-92.433,-1.02284,-92.6811,-1.4046,169.823,190.774,360.599
84.95,-92.4432,-1.01756,-92.6951,-1.39821,168.35,188.564,356.917
84.96,-92.4534,-1.01228,-92.709,-1.39178,166.883,186.358,353.244
84.97,-92.4635,-1.00699,-92.7229,-1.38531,165.421,184.158,349.581
84.98,-92.4735,-1.0017,-92.7368,-1.37878,163.964,181.961,345.928
84.99,-92.4835,-0.996406,-92.7505,-1.3722,162.512,179.77,342.286
85,-92.4934,-0.991109,-92.7642,-1.36558,161.066,177.584,338.654
85.01,-92.5033,-0.985808,-92.7778,-1.3589,159.626,175.404,335.033
85.02,-92.5132,-0.980502,-92.7914,-1.35217,158.191,173.229,331.424
85.03,-92.5229,-0.975192,-92.8049,-1.34539,156.762,171.06,327.826
85.04,-92.5327,-0.969876,-92.8183,-1.33855,155.339,168.897,324.24
85.05,-92.5423,-0.964555,-92.8316,-1.33165,153.922,166.74,320.666
85.06,-92.552,-0.959228,-92.8449,-1.3247,152.511,164.59,317.105
85.07,-92.5615,-0.953896,-92.8581,-1.31769,151.106,162.446,313.557
85.08,-92.571,-0.948556,-92.8713,-1.31062,149.708,160.31,310.022
85.09,-92.5805,-0.943211,-92.8843,-1.30349,148.315,158.18,306.5
85.1,-92.5899,-0.937858,-92.8973,-1.2963,146.93,156.058,302.993
85.11,-92.5993,-0.932498,-92.9103,-1.28905,145.55,153.944,299.499
85.12,-92.6085,-0.927131,-92.9231,-1.28173,144.178,151.837,296.02
85.13,-92.6178,-0.921757,-92.9359,-1.27435,142.812,149.739,292.556
85.14,-92.627,-0.916375,-92.9486,-1.26691,141.453,147.648,289.106
85.15,-92.6361,-0.910985,-92.9612,-1.2594,140.1,145.567,285.673
85.16,-92.6452,-0.905586,-92.9738,-1.25182,138.755,143.494,282.255
85.17,-92.6542,-0.90018,-92.9863,-1.24418,137.416,141.43,278.852
85.18,-92.6632,-0.894765,-92.9987,-1.23648,136.085,139.375,275.467
85.19,-92.6721,-0.889342,-93.011,-1.2287,134.761,137.33,272.098
85.2,-92.681,-0.88391,-93.0233,-1.22086,133.445,135.295,268.746
85.21,-92.6898,-0.878469,-93.0354,-1.21295,132.135,133.269,265.411
85.22,-92.6986,-0.873019,-93.0475,-1.20498,130.833,131.254,262.094
85.23,-92.7073,-0.867561,-93.0595,-1.19693,129.539,129.249,258.795
85.24,-92.7159,-0.862093,-93.0714,-1.18881,128.252,127.255,255.515
85.25,-92.7245,-0.856616,-93.0833,-1.18063,126.973,125.272,252.253
85.26,-92.733,-0.85113,-93.0951,-1.17238,125.701,123.3,249.009
85.27,-92.7415,-0.845635,-93.1067,-1.16405,124.438,121.34,245.786
85.28,-92.75,-0.84013,-93.1183,-1.15566,123.182,119.391,242.581
85.29,-92.7583,-0.834617,-93.1299,-1.14719,121.934,117.454,239.396
85.3,-92.7667,-0.829093,-93.1413,-1.13866,120.694,115.529,236.232
85.31,-92.7749,-0.823561,-93.1526,-1.13006,119.463,113.616,233.088
85.32,-92.7831,-0.818019,-93.1639,-1.12138,118.239,111.716,229.965
85.33,-92.7913,-0.812468,-93.1751,-1.11264,117.024,109.829,226.862
85.34,-92.7994,-0.806908,-93.1861,-1.10382,115.817,107.955,223.782
85.35,-92.8074,-0.801338,-93.1971,-1.09494,114.618,106.094,220.722
85.36,-92.8154,-0.795759,-93.208,-1.08599,113.428,104.247,217.685
85.37,-92.8233,-0.790171,-93.2189,-1.07697,112.246,102.413,214.67
85.38,-92.8312,-0.784574,-93.2296,-1.06788,111.073,100.594,211.677
85.39,-92.839,-0.778968,-93.2402,-1.05872,109.908,98.7886,208.707
85.4,-92.8468,-0.773353,-93.2508,-1.04949,108.752,96.9977,205.761
85.41,-92.8545,-0.767729,-93.2612,-1.04019,107.604,95.2214,202.837
85.42,-92.8621,-0.762096,-93.2716,-1.03083,106.466,93.46,199.937
85.43,-92.8697,-0.756455,-93.2818,-1.0214,105.336,91.7137,197.061
85.44,-92.8773,-0.750805,-93.292,-1.01191,104.215,89.9827,194.209
85.45,-92.8847,-0.745147,-93.3021,-1.00235,103.103,88.2672,191.382
85.46,-92.8922,-0.73948,-93.312,-0.99272,101.999,86.5674,188.579
85.47,-92.8995,-0.733806,-93.3219,-0.983029,100.905,84.8835,185.801
85.48,-92.9068,-0.728123,-93.3317,-0.973274,99.8198,83.2158,183.048
85.49,-92.9141,-0.722432,-93.3414,-0.963456,98.7435,81.5643,180.321
85.5,-92.9213,-0.716734,-93.351,-0.953576,97.6764,79.9295,177.619
85.51,-92.9284,-0.711029,-93.3604,-0.943634,96.6184,78.3113,174.943
85.52,-92.9355,-0.705316,-93.3698,-0.933631,95.5696,76.71,172.293
85.53,-92.9425,-0.699596,-93.3791,-0.923568,94.53,75.1258,169.67
85.54,-92.9495,-0.693869,-93.3883,-0.913447,93.4996,73.5589,167.073
85.55,-92.9564,-0.688135,-93.3974,-0.903267,92.4785,72.0094,164.502
85.56,-92.9633,-0.682395,-93.4064,-0.89303,91.4667,70.4776,161.959
85.57,-92.9701,-0.676649,-93.4152,-0.882737,90.4642,68.9636,159.442
85.58,-92.9768,-0.670897,-93.424,-0.872389,89.4711,67.4675,156.953
85.59,-92.9835,-0.665138,-93.4327,-0.861987,88.4874,65.9895,154.492
85.6,-92.9901,-0.659375,-93.4413,-0.851532,87.513,64.5299,152.058
85.61,-92.9967,-0.653606,-93.4497,-0.841025,86.5481,63.0886,149.652
85.62,-93.0032,-0.647831,-93.4581,-0.830468,85.5927,61.666,147.274
85.63,-93.0096,-0.642052,-93.4663,-0.819861,84.6467,60.262,144.925
85.64,-93.016,-0.636269,-93.4745,-0.809205,83.7102,58.877,142.603
85.65,-93.0224,-0.630481,-93.4825,-0.798503,82.7832,57.5109,140.31
85.66,-93.0286,-0.624689,-93.4904,-0.787754,81.8658,56.164,138.046
85.67,-93.0348,-0.618894,-93.4983,-0.776962,80.9579,54.8363,135.811
85.68,-93.041,-0.613095,-93.506,-0.766126,80.0595,53.5279,133.604
85.69,-93.0471,-0.607293,-93.5136,-0.755248,79.1707,52.2391,131.427
85.7,-93.0532,-0.601489,-93.5211,-0.744329,78.2914,50.9698,129.278
85.71,-93.0591,-0.595681,-93.5285,-0.733372,77.4218,49.7202,127.159
85.72,-93.0651,-0.589872,-93.5358,-0.722376,76.5617,48.4905,125.07
85.73,-93.0709,-0.584061,-93.5429,-0.711345,75.7112,47.2805,123.009
85.74,-93.0767,-0.578248,-93.55,-0.700279,74.8703,46.0906,120.979
85.75,-93.0825,-0.572434,-93.5569,-0.689179,74.039,44.9207,118.977
85.76,-93.0882,-0.56662,-93.5638,-0.678048,73.2173,43.7709,117.006
85.77,-93.0938,-0.560804,-93.5705,-0.666886,72.4051,42.6413,115.065
85.78,-93.0994,-0.554989,-93.5771,-0.655695,71.6026,41.532,113.153
85.79,-93.1049,-0.549174,-93.5836,-0.644477,70.8096,40.4429,111.271
85.8,-93.1104,-0.54336,-93.59,-0.633234,70.0263,39.3743,109.419
85.81,-93.1158,-0.537546,-93.5963,-0.621966,69.2525,38.326,107.597
85.82,-93.1211,-0.531734,-93.6024,-0.610676,68.4883,37.2981,105.805
85.83,-93.1264,-0.525923,-93.6085,-0.599366,67.7336,36.2908,104.043
85.84,-93.1317,-0.520115,-93.6144,-0.588036,66.9885,35.3039,102.311
85.85,-93.1368,-0.514309,-93.6202,-0.576688,66.2529,34.3375,100.609
85.86,-93.1419,-0.508506,-93.626,-0.565325,65.5268,33.3917,98.9374
85.87,-93.147,-0.502707,-93.6316,-0.553947,64.8102,32.4665,97.2957
85.88,-93.152,-0.496911,-93.637,-0.542557,64.1032,31.5617,95.6839
85.89,-93.1569,-0.491119,-93.6424,-0.531156,63.4056,30.6776,94.1022
85.9,-93.1618,-0.485332,-93.6477,-0.519746,62.7174,29.8139,92.5504
85.91,-93.1667,-0.479549,-93.6528,-0.508328,62.0387,28.9708,91.0286
85.92,-93.1714,-0.473772,-93.6578,-0.496905,61.3694,28.1481,89.5367
85.93,-93.1761,-0.468001,-93.6627,-0.485478,60.7095,27.346,88.0747
85.94,-93.1808,-0.462236,-93.6675,-0.474048,60.059,26.5642,86.6424
85.95,-93.1854,-0.456478,-93.6722,-0.462619,59.4178,25.8029,85.2399
85.96,-93.1899,-0.450727,-93.6768,-0.45119,58.7859,25.0619,83.867
85.97,-93.1944,-0.444984,-93.6812,-0.439765,58.1633,24.3411,82.5236
85.98,-93.1988,-0.439248,-93.6856,-0.428344,57.5499,23.6407,81.2098
85.99,-93.2032,-0.433522,-93.6898,-0.41693,56.9458,22.9603,79.9254
86,-93.2075,-0.427804,-93.6939,-0.405525,56.3509,22.3001,78.6702
86.01,-93.2117,-0.422095,-93.6979,-0.394129,55.7652,21.6599,77.4442
86.02,-93.2159,-0.416397,-93.7018,-0.382746,55.1885,21.0397,76.2473
86.03,-93.2201,-0.410709,-93.7056,-0.371376,54.621,20.4393,75.0793
86.04,-93.2241,-0.405032,-93.7092,-0.360022,54.0625,19.8586,73.9402
86.05,-93.2282,-0.399366,-93.7128,-0.348685,53.5131,19.2976,72.8297
86.06,-93.2321,-0.393712,-93.7162,-0.337367,52.9726,18.7562,71.7477
86.07,-93.236,-0.388071,-93.7195,-0.32607,52.4411,18.2342,70.6941
86.08,-93.2399,-0.382442,-93.7227,-0.314796,51.9185,17.7315,69.6688
86.09,-93.2437,-0.376827,-93.7258,-0.303546,51.4048,17.2481,68.6715
86.1,-93.2474,-0.371226,-93.7288,-0.292322,50.8998,16.7837,67.7021
86.11,-93.2511,-0.36564,-93.7317,-0.281126,50.4037,16.3382,66.7604
86.12,-93.2547,-0.360068,-93.7344,-0.26996,49.9162,15.9116,65.8462
86.13,-93.2583,-0.354512,-93.7371,-0.258825,49.4375,15.5036,64.9594
86.14,-93.2618,-0.348971,-93.7396,-0.247724,48.9674,15.1141,64.0997
86.15,-93.2653,-0.343448,-93.742,-0.236657,48.5059,14.743,63.267
86.16,-93.2687,-0.337941,-93.7443,-0.225627,48.0529,14.3902,62.461
86.17,-93.272,-0.332453,-93.7465,-0.214636,47.6084,14.0553,61.6815
86.18,-93.2753,-0.326982,-93.7486,-0.203685,47.1723,13.7383,60.9283
86.19,-93.2786,-0.32153,-93.7506,-0.192775,46.7447,13.4391,60.2013
86.2,-93.2818,-0.316097,-93.7525,-0.18191,46.3253,13.1573,59.5
86.21,-93.2849,-0.310685,-93.7542,-0.171089,45.9142,12.8929,58.8244
86.22,-93.288,-0.305293,-93.7559,-0.160316,45.5114,12.6457,58.1742
86.23,-93.291,-0.299921,-93.7575,-0.149591,45.1167,12.4155,57.5491
86.24,-93.294,-0.294572,-93.7589,-0.138917,44.7301,12.202,56.9489
86.25,-93.2969,-0.289244,-93.7602,-0.128295,44.3516,12.0051,56.3733
86.26,-93.2998,-0.28394,-93.7615,-0.117727,43.981,11.8246,55.822
86.27,-93.3026,-0.278658,-93.7626,-0.107213,43.6184,11.6603,55.2949
86.28,-93.3053,-0.273401,-93.7636,-0.0967572,43.2636,11.5119,54.7916
86.29,-93.308,-0.268168,-93.7645,-0.0863597,42.9166,11.3793,54.3118
86.3,-93.3107,-0.26296,-93.7653,-0.0760222,42.5774,11.2623,53.8554
86.31,-93.3133,-0.257778,-93.766,-0.0657466,42.2458,11.1606,53.4219
86.32,-93.3159,-0.252623,-93.7666,-0.0555343,41.9219,11.074,53.0111
86.33,-93.3184,-0.247494,-93.7672,-0.045387,41.6054,11.0022,52.6227
86.34,-93.3208,-0.242393,-93.7676,-0.0353061,41.2965,10.9451,52.2565
86.35,-93.3232,-0.237319,-93.7679,-0.0252932,40.9949,10.9025,51.9121
86.36,-93.3256,-0.232275,-93.7681,-0.0153498,40.7007,10.874,51.5892
86.37,-93.3279,-0.22726,-93.7682,-0.00547745,40.4138,10.8595,51.2875
86.38,-93.3301,-0.222275,-93.7682,0.0043224,40.134,10.8587,51.0067
86.39,-93.3323,-0.217321,-93.7681,0.0140483,39.8614,10.8714,50.7465
86.4,-93.3344,-0.212398,-93.7679,0.0236987,39.5958,10.8973,50.5066
86.41,-93.3365,-0.207507,-93.7676,0.0332723,39.3371,10.9362,50.2867
86.42,-93.3386,-0.202649,-93.7672,0.0427676,39.0854,10.9878,50.0864
86.43,-93.3406,-0.197823,-93.7667,0.0521832,38.8405,11.052,49.9054
86.44,-93.3426,-0.193032,-93.7662,0.0615178,38.6024,11.1284,49.7434
86.45,-93.3445,-0.188275,-93.7655,0.0707699,38.3709,11.2168,49.6001
86.46,-93.3463,-0.183553,-93.7648,0.0799382,38.146,11.3169,49.4751
86.47,-93.3481,-0.178867,-93.7639,0.0890215,37.9276,11.4286,49.3682
86.48,-93.3499,-0.174217,-93.763,0.0980183,37.7156,11.5515,49.2789
86.49,-93.3516,-0.169604,-93.762,0.106927,37.51,11.6853,49.2069
86.5,-93.3533,-0.165029,-93.7608,0.115747,37.3107,11.8299,49.1519
86.51,-93.3549,-0.160492,-93.7596,0.124477,37.1176,11.985,49.1136
86.52,-93.3565,-0.155995,-93.7584,0.133116,36.9305,12.1503,49.0916
86.53,-93.358,-0.151536,-93.757,0.141661,36.7495,12.3255,49.0856
86.54,-93.3595,-0.147119,-93.7555,0.150113,36.5745,12.5104,49.0952
86.55,-93.361,-0.142742,-93.754,0.15847,36.4053,12.7048,49.1202
86.56,-93.3624,-0.138407,-93.7524,0.166731,36.2418,12.9083,49.1601
86.57,-93.3637,-0.134114,-93.7506,0.174894,36.0841,13.1208,49.2145
86.58,-93.3651,-0.129864,-93.7489,0.182959,35.9319,13.3419,49.2833
86.59,-93.3663,-0.125658,-93.747,0.190924,35.7853,13.5715,49.3659
86.6,-93.3676,-0.121496,-93.745,0.198789,35.6441,13.8091,49.4622
86.61,-93.3688,-0.117379,-93.743,0.206552,35.5082,14.0547,49.5716
86.62,-93.3699,-0.113308,-93.7409,0.214213,35.3776,14.3079,49.694
86.63,-93.371,-0.109283,-93.7387,0.22177,35.2521,14.5685,49.8289
86.64,-93.3721,-0.105304,-93.7365,0.229222,35.1317,14.8362,49.9759
86.65,-93.3731,-0.101374,-93.7341,0.236568,35.0163,15.1107,50.1348
86.66,-93.3741,-0.0974916,-93.7317,0.243808,34.9057,15.3919,50.3052
86.67,-93.3751,-0.0936582,-93.7293,0.250941,34.8,15.6794,50.4868
86.68,-93.376,-0.0898744,-93.7267,0.257965,34.6989,15.9731,50.6792
86.69,-93.3769,-0.0861408,-93.7241,0.26488,34.6025,16.2726,50.8821
86.7,-93.3777,-0.0824582,-93.7214,0.271685,34.5106,16.5777,51.095
86.71,-93.3785,-0.0788271,-93.7187,0.278379,34.4231,16.8881,51.3178
86.72,-93.3793,-0.0752482,-93.7159,0.284962,34.34,17.2037,51.5501
86.73,-93.3801,-0.0717222,-93.713,0.291431,34.2611,17.5242,51.7914
86.74,-93.3808,-0.0682498,-93.71,0.297788,34.1863,17.8493,52.0416
86.75,-93.3814,-0.0648315,-93.707,0.304031,34.1157,18.1788,52.3002
86.76,-93.382,-0.061468,-93.704,0.310159,34.0489,18.5124,52.5669
86.77,-93.3826,-0.05816,-93.7008,0.316171,33.9861,18.8499,52.8414
86.78,-93.3832,-0.0549081,-93.6976,0.322068,33.927,19.1912,53.1233
86.79,-93.3837,-0.051713,-93.6944,0.327847,33.8715,19.5359,53.4124
86.8,-93.3842,-0.0485753,-93.6911,0.33351,33.8197,19.8838,53.7083
86.81,-93.3847,-0.0454957,-93.6877,0.339054,33.7714,20.2347,54.0107
86.82,-93.3852,-0.0424747,-93.6843,0.34448,33.7264,20.5883,54.3192
86.83,-93.3856,-0.0395131,-93.6808,0.349787,33.6848,20.9446,54.6336
86.84,-93.3859,-0.0366113,-93.6773,0.354974,33.6464,21.3031,54.9536
86.85,-93.3863,-0.0337702,-93.6737,0.360041,33.611,21.6638,55.2788
86.86,-93.3866,-0.0309902,-93.6701,0.364988,33.5787,22.0263,55.6089
86.87,-93.3869,-0.028272,-93.6664,0.369813,33.5494,22.3905,55.9436
86.88,-93.3872,-0.0256163,-93.6627,0.374517,33.5228,22.7563,56.2826
86.89,-93.3874,-0.0230235,-93.6589,0.379099,33.499,23.1232,56.6256
86.9,-93.3876,-0.0204944,-93.6551,0.383558,33.4779,23.4913,56.9723
86.91,-93.3878,-0.0180296,-93.6513,0.387894,33.4592,23.8602,57.3225
86.92,-93.388,-0.0156295,-93.6474,0.392108,33.4431,24.2298,57.6758
86.93,-93.3882,-0.0132949,-93.6434,0.396198,33.4293,24.5999,58.0319
86.94,-93.3883,-0.0110263,-93.6394,0.400164,33.4178,24.9702,58.3906
86.95,-93.3884,-0.00882434,-93.6354,0.404005,33.4084,25.3407,58.7516
86.96,-93.3885,-0.00668951,-93.6314,0.407723,33.4012,25.711,59.1146
86.97,-93.3885,-0.00462242,-93.6273,0.411316,33.396,26.0811,59.4793
86.98,-93.3885,-0.00262365,-93.6231,0.414783,33.3926,26.4508,59.8455
86.99,-93.3886,-0.00069374,-93.619,0.418126,33.3911,26.8198,60.2129
87,-93.3886,0.00116674,-93.6148,0.421343,33.3913,27.188,60.5813
87.01,-93.3885,0.00295724,-93.6105,0.424435,33.3932,27.5553,60.9503
87.02,-93.3885,0.00467723,-93.6063,0.427401,33.3966,27.9215,61.3198
87.03,-93.3884,0.00632616,-93.602,0.430241,33.4015,28.2863,61.6895
87.04,-93.3884,0.0079035,-93.5977,0.432956,33.4078,28.6498,62.0591
87.05,-93.3883,0.00940873,-93.5933,0.435544,33.4153,29.0116,62.4284
87.06,-93.3882,0.0108413,-93.589,0.438006,33.4241,29.3717,62.7972
87.07,-93.3881,0.0122008,-93.5846,0.440342,33.434,29.7299,63.1652
87.08,-93.3879,0.0134866,-93.5802,0.442551,33.445,30.086,63.5322
87.09,-93.3878,0.0146983,-93.5757,0.444634,33.4569,30.44,63.898
87.1,-93.3876,0.0158353,-93.5713,0.446591,33.4697,30.7917,64.2624
87.11,-93.3875,0.0168973,-93.5668,0.448422,33.4833,31.1409,64.6252
87.12,-93.3873,0.0178836,-93.5623,0.450126,33.4977,31.4876,64.9861
87.13,-93.3871,0.0187939,-93.5578,0.451704,33.5127,31.8315,65.345
87.14,-93.3869,0.0196277,-93.5533,0.453156,33.5282,32.1726,65.7016
87.15,-93.3867,0.0203845,-93.5487,0.454482,33.5443,32.5108,66.0558
87.16,-93.3865,0.0210638,-93.5442,0.455681,33.5608,32.8459,66.4074
87.17,-93.3863,0.0216654,-93.5396,0.456755,33.5776,33.1779,66.7561
87.18,-93.3861,0.0221886,-93.535,0.457703,33.5948,33.5066,67.1019
87.19,-93.3859,0.0226332,-93.5305,0.458526,33.6121,33.8319,67.4445
87.2,-93.3856,0.0229986,-93.5259,0.459222,33.6296,34.1537,67.7838
87.21,-93.3854,0.0232845,-93.5213,0.459794,33.6471,34.472,68.1195
87.22,-93.3852,0.0234906,-93.5167,0.46024,33.6647,34.7866,68.4517
87.23,-93.3849,0.0236163,-93.5121,0.460562,33.6822,35.0974,68.78
87.24,-93.3847,0.0236614,-93.5075,0.460758,33.6996,35.4044,69.1043
87.25,-93.3845,0.0236254,-93.5029,0.460831,33.7168,35.7075,69.4246
87.26,-93.3842,0.023508,-93.4983,0.460778,33.7338,36.0066,69.7406
87.27,-93.384,0.0233089,-93.4936,0.460602,33.7505,36.3016,70.0523
87.28,-93.3838,0.0230276,-93.489,0.460302,33.7668,36.5924,70.3594
87.29,-93.3835,0.022664,-93.4844,0.459879,33.7827,36.8791,70.662
87.3,-93.3833,0.0222176,-93.4798,0.459333,33.7982,37.1614,70.9598
87.31,-93.3831,0.0216882,-93.4753,0.458663,33.8131,37.4394,71.2527
87.32,-93.3829,0.0210753,-93.4707,0.457871,33.8275,37.7131,71.5407
87.33,-93.3827,0.0203789,-93.4661,0.456957,33.8413,37.9822,71.8236
87.34,-93.3825,0.0195985,-93.4615,0.455921,33.8545,38.2469,72.1014
87.35,-93.3823,0.0187339,-93.457,0.454764,33.8669,38.507,72.374
87.36,-93.3821,0.0177848,-93.4524,0.453485,33.8787,38.7625,72.6412
87.37,-93.3819,0.016751,-93.4479,0.452086,33.8896,39.0134,72.903
87.38,-93.3818,0.0156322,-93.4434,0.450566,33.8997,39.2596,73.1594
87.39,-93.3816,0.0144282,-93.4389,0.448927,33.909,39.5011,73.4102
87.4,-93.3815,0.0131387,-93.4344,0.447167,33.9174,39.7379,73.6554
87.41,-93.3814,0.0117636,-93.43,0.445289,33.9249,39.9699,73.8949
87.42,-93.3812,0.0103027,-93.4255,0.443292,33.9314,40.1972,74.1287
87.43,-93.3811,0.0087557,-93.4211,0.441177,33.937,40.4196,74.3567
87.44,-93.3811,0.00712249,-93.4167,0.438943,33.9416,40.6373,74.5789
87.45,-93.381,0.00540287,-93.4123,0.436593,33.9452,40.8501,74.7952
87.46,-93.381,0.00359669,-93.408,0.434125,33.9477,41.058,75.0057
87.47,-93.3809,0.00170379,-93.4036,0.431541,33.9492,41.2611,75.2103
87.48,-93.3809,-0.000275955,-93.3993,0.428842,33.9496,41.4594,75.4089
87.49,-93.3809,-0.00234269,-93.3951,0.426026,33.9489,41.6528,75.6016
87.5,-93.381,-0.00449653,-93.3908,0.423096,33.9471,41.8413,75.7884
87.51,-93.381,-0.00673758,-93.3866,0.420051,33.9442,42.025,75.9692
87.52,-93.3811,-0.00906594,-93.3824,0.416892,33.9401,42.2039,76.144
87.53,-93.3812,-0.0114817,-93.3783,0.41362,33.935,42.3779,76.3129
87.54,-93.3813,-0.0139846,-93.3741,0.410235,33.9287,42.5471,76.4758
87.55,-93.3815,-0.0165745,-93.37,0.406737,33.9213,42.7115,76.6328
87.56,-93.3817,-0.019251,-93.366,0.403125,33.9128,42.8711,76.7839
87.57,-93.3819,-0.0220138,-93.362,0.399402,33.9032,43.0258,76.929
87.58,-93.3821,-0.0248626,-93.358,0.395566,33.8924,43.1758,77.0682
87.59,-93.3824,-0.0277971,-93.3541,0.391617,33.8806,43.321,77.2016
87.6,-93.3827,-0.0308169,-93.3502,0.387557,33.8676,43.4614,77.3291
87.61,-93.383,-0.0339218,-93.3463,0.383385,33.8536,43.5972,77.4508
87.62,-93.3833,-0.0371112,-93.3425,0.379101,33.8385,43.7282,77.5667
87.63,-93.3837,-0.040385,-93.3387,0.374706,33.8224,43.8545,77.6768
87.64,-93.3842,-0.0437426,-93.335,0.3702,33.8052,43.9762,77.7813
87.65,-93.3846,-0.0471838,-93.3313,0.365583,33.787,44.0932,77.8802
87.66,-93.3851,-0.0507082,-93.3277,0.360856,33.7678,44.2057,77.9735
87.67,-93.3856,-0.0543154,-93.3241,0.356018,33.7477,44.3137,78.0613
87.68,-93.3862,-0.0580049,-93.3206,0.351071,33.7266,44.4172,78.1437
87.69,-93.3868,-0.0617765,-93.3171,0.346014,33.7046,44.5162,78.2208
87.7,-93.3874,-0.0656296,-93.3137,0.340847,33.6817,44.6109,78.2926
87.71,-93.3881,-0.0695638,-93.3103,0.335572,33.658,44.7012,78.3592
87.72,-93.3888,-0.0735788,-93.307,0.330188,33.6335,44.7873,78.4207
87.73,-93.3896,-0.0776741,-93.3037,0.324695,33.6082,44.8692,78.4773
87.74,-93.3904,-0.0818493,-93.3005,0.319094,33.5822,44.9469,78.529
87.75,-93.3912,-0.0861038,-93.2973,0.313386,33.5555,45.0205,78.5759
87.76,-93.3921,-0.0904373,-93.2942,0.30757,33.5282,45.0901,78.6182
87.77,-93.393,-0.0948493,-93.2911,0.301647,33.5002,45.1558,78.6559
87.78,-93.394,-0.0993394,-93.2882,0.295618,33.4717,45.2177,78.6892
87.79,-93.395,-0.103907,-93.2852,0.289482,33.4427,45.2757,78.7183
87.8,-93.3961,-0.108552,-93.2824,0.28324,33.4133,45.3301,78.7431
87.81,-93.3972,-0.113273,-93.2796,0.276893,33.3834,45.3809,78.764
87.82,-93.3983,-0.11807,-93.2768,0.270441,33.3532,45.4281,78.781
87.83,-93.3995,-0.122943,-93.2742,0.263883,33.3226,45.472,78.7943
87.84,-93.4008,-0.127891,-93.2716,0.257222,33.2919,45.5125,78.804
87.85,-93.4021,-0.132914,-93.269,0.250457,33.2609,45.5498,78.8103
87.86,-93.4034,-0.13801,-93.2665,0.243588,33.2299,45.5839,78.8134
87.87,-93.4048,-0.14318,-93.2641,0.236616,33.1987,45.615,78.8133
87.88,-93.4063,-0.148423,-93.2618,0.229541,33.1676,45.6432,78.8104
87.89,-93.4078,-0.153738,-93.2596,0.222365,33.1366,45.6686,78.8047
87.9,-93.4094,-0.159125,-93.2574,0.215086,33.1057,45.6913,78.7964
87.91,-93.411,-0.164584,-93.2553,0.207706,33.075,45.7114,78.7858
87.92,-93.4127,-0.170113,-93.2532,0.200226,33.0445,45.7291,78.7729
87.93,-93.4144,-0.175712,-93.2513,0.192645,33.0144,45.7444,78.7581
87.94,-93.4162,-0.181381,-93.2494,0.184964,32.9848,45.7575,78.7415
87.95,-93.418,-0.187119,-93.2476,0.177184,32.9556,45.7685,78.7232
87.96,-93.4199,-0.192925,-93.2458,0.169305,32.927,45.7775,78.7036
87.97,-93.4219,-0.198799,-93.2442,0.161328,32.899,45.7847,78.6828
87.98,-93.4239,-0.20474,-93.2426,0.153253,32.8717,45.7903,78.661
87.99,-93.426,-0.210747,-93.2411,0.14508,32.8453,45.7942,78.6384
88,-93.4281,-0.216821,-93.2397,0.136811,32.8197,45.7967,78.6153
88.01,-93.4303,-0.22296,-93.2384,0.128445,32.7951,45.7979,78.5919
88.02,-93.4326,-0.229163,-93.2371,0.119984,32.7715,45.798,78.5683
88.03,-93.4349,-0.23543,-93.236,0.111428,32.7491,45.7971,78.5449
88.04,-93.4373,-0.24176,-93.2349,0.102777,32.7279,45.7954,78.5219
